website,dealerName,address3,lng,address2,cityCode,address1,phone2,phone1,cityName,stateName,sortId,dealerType,stateCode,id,email,lat
https://goyal-kia-jorhat.com,"Goyal Kia, Jorhat","Pulibor Jorhat,Assam-785006",94.174182,"Dag No. 1199, Patta No. 24,A.T. Road,",E49,"Bhatemara Gaon,  Near Deka Gaon,",8047092297,8047092297,Jorhat,Assam,1,Sales,AS,AS403,sales@goyalkia.com,26.748831
https://meridian-motors-at-road-kia.com,"Meridian Motors, AT Road","Near R.D. Motors, Nagaon –782002",92.6838,"Mouza Kachamary, Khutikatia",E51,"Patta No. 68, Daag No.302,",6901273610,6901273610,Nagaon,Assam,1,Sales,AS,AS402,gm.nagaon.tezpur@meridiankia.in,26.348
https://meridian-motors-at-road-kia.com,"Meridian Motors, AT Road","Near R.D. Motors, Nagaon –782002",92.6838,"Mouza Kachamary, Khutikatia",E51,"Patta No. 68, Daag No.302,",7099050397,7099050397,Nagaon,Assam,3,Service,AS,AS402,service.nagaon@meridiankia.in,26.348
https://infinity-kia-sonai-road.com,"INFINITY KIA, Sonai Road","Silchar, Assam-788006",92.805768,"Patta No.19 and, Dag No.140 and,",E50,"Sonai Road, Near Truck Drivers Associati",,9435071239,Silchar,Assam,1,Sales,AS,AS302,kia.silchar@gmail.com,24.795961
https://infinity-kia-sonai-road.com,"INFINITY KIA, Sonai Road","Silchar, Assam-788006",92.805768,"Patta No.19 and 45, Dag No.140 and,",E50,"Sonai Road, Near Truck Drivers Associati",9435071239,9435071239,Silchar,Assam,3,Service,AS,AS302,kia.silchar@gmail.com,24.795961
https://meridian-motors-tezpur-kia.com,"Meridian Motors, Tezpur","Sonitpur, Assam-784001",92.791778,"Patta No.531, Nikamul,Tezpur,",E56,"Dag No.1076,",6901273610,6901273610,Tezpur,Assam,1,Sales,AS,AS501,gm.nagaon.tezpur@meridiankia.in,26.652778
https://meridian-motors-tezpur-kia.com,"Meridian Motors, Tezpur","Sonitpur, Assam-784001",92.791778,"Patta No.531, Nikamul,Tezpur,",E56,"Dag No.1076,",9707394080,9707394080,Tezpur,Assam,3,Service,AS,AS501,service.nagaon@meridiankia.in,26.652778
https://borah-kia-tinsukia.com,"Borah Kia, Tinsukia",Assam-786145,95.297995," NH37, Tinsukia",E52,"Opp Laipuli Garrison,",7002212044,7002212044,Tinsukia,Assam,1,Sales,AS,AS502,borahkia.tsk@borahkia.com,27.478229
https://borah-kia-tinsukia.com,"Borah Kia, Tinsukia",Assam-786145,95.297995," NH37, Tinsukia",E52,"Opp Laipuli Garrison,",9435135163,7002212044,Tinsukia,Assam,3,Service,AS,AS502,borahkia.tsk@borahkia.com,27.478229
,"Goberdhan Kia, Darbhanga",Bihar - 846004,85.897851,"Basudeopur, NH-57, Darbhanga,",EAF,"Dilli More, Bus Stand,",9297932601,9297932601,Darbhanga,Bihar,1,Sales,BR,BR501,kiadarbhanga@gmail.com,26.187471
,"Raj KIA, Gaya","GAYA, BIHAR -823004",84.967408,"BODH-GAYA ROAD, NEAR TEKUNA FARM",E65,"PLOT NO.-1233, NH-83,",9031057100,9031057100,Gaya,Bihar,1,Sales,BR,BR302,smsales@rajkia.com,24.731657
,"Raj KIA, Gaya","GAYA, BIHAR -823004",84.967408,"BODH-GAYA ROAD, NEAR TEKUNA FARM",E65,"PLOT NO.-1233, NH-83,",9031057101,9031057101,Gaya,Bihar,3,Service,BR,BR302,smservice@rajkia.com,24.731657
https://goberdhan-kia-dariyapur-kafen.com,"Goberdhan Kia, Dariyapur Kafen",Muzaffarpur-844127,85.364636,Patna Road,E66,"Kafen, NH-77",9297932601,040-48215127,Muzaffarpur,Bihar,1,Sales,BR,BR301,kiamuzaffarpur@gmail.com,26.058204
https://goberdhan-kia-dariyapur-kafen.com,"Goberdhan Kia, Dariyapur Kafen",Muzaffarpur-844127,85.364636,Patna Road,E66,"Kafen, NH-77",9297932626,9297932626,Muzaffarpur,Bihar,3,Service,BR,BR301,Servicemanager@goberdhankia.com,26.058204
,"Amar Jyoti Kia, Saguna More","Patna, Bihar - 801105",85.0430126,"Near Kiran Dental, Danapur,Patna, Bihar - 801105",E60,"Saguna Khagaul Road, Mustafapur,",9606970220,9606970220,Patna,Bihar,1,Sales,BR,BR101,saguna@amarjyotikia.com,25.5957793
https://amar-jyoti-exhibition-road-kia.com,"Amar Jyoti, Exhibition Road",,85.14363,"Pandey Plaza, Exhibition Road, Patna, 800001",E60,,999999999,8102922001,Patna,Bihar,1,Sales,BR,BR401,care@amarjyotikia.com,25.61162
https://prema-kia-anishabad.com,"Prema Kia, Anishabad","Near Sipara, Patna, Bihar",85.12392,"NH 30, Bypass Road, Overbridge,",E60,"Jay Prakash Nagar,",9708001414,9708001414,Patna,Bihar,1,Sales,BR,BR403,chiefmanager@premagroup.in,25.58483
https://amar-jyoti-exhibition-road-kia.com,Amar Jyoti CPO,,85.191346,"Kankarbagh,",E60,Dhanki More,,8069451800,Patna,Bihar,2,Pre-owned Cars,BR,BR401,cpo@amarjyotikia.com,25.599767
https://amar-jyoti-exhibition-road-kia.com,"Amar Jyoti, Exhibition Road",,85.17453,"Pandey Motors Campus, Bhoothnath Road, Kankarbagh, 800020",E60,,999999999,7360002221,Patna,Bihar,3,Service,BR,BR401,service@amarjyotikia.com,25.59693
https://amar-jyoti-exhibition-road-kia.com,"Amar Jyoti,Kurji",,85.110737,Kia Service,E60," Kurji More, Kurji",,8102922004,Patna,Bihar,3,Service,BR,BR201,kurji@amarjyotikia.com,25.639782
https://prema-kia-anishabad.com,"Prema Kia, Anishabad","Dasaratha, Sipara, Patna, Bihar",85.122066,"behind Yati Yamaha, BC Colony,",E60,Near NH- 30,7280082641,,Patna,Bihar,3,Service,BR,BR403,md@premagroup.in,25.582873
https://kosi-kiapurnia.com,"Kosi Kia,Purnia",Purnia-854326,87.57048456,"NH 31, Barsoni,",EAH,"Kosi KIA,",7283000470,7283000470,Purnia,Bihar,1,Sales,BR,BR402,sales@kosikia.com,25.79875377
https://kosi-kiapurnia.com,"Kosi Kia,Purnia",Purnia 85431,,Belori Purnia 85431,EAH,"Kosi KIA, NH 31 Bypass Road",7283000475,7283000475,Purnia,Bihar,3,Service,BR,BR402,service@kosikia.com,
https://joshi-kia-industrial-area-phase-1.com,Joshi Kia,,76.806428,"PLOT NO.16,INDUSTRIAL AREA,PHASE-1,CHANDIGARH-160002",N70,,999999999,7087000111,Chandigarh,Chandigarh,1,Sales,CH,CH401,gaurav.misra@joshikia.in,30.712707
https://joshi-kia-industrial-area-phase-1.com,Joshi Kia CPO,CHANDIGARH-160002,76.80076,"Near Elante Mall, Industrial Area",N70,Plot No. 167,999999999,7087000111,Chandigarh,Chandigarh,2,Pre-owned Cars,CH,CH401,gaurav.misra@joshikia.in,30.70737
,"Joshi Kia, Industrial area, Phase 1-2S",CHANDIGARH-160002,76.806541,"Industrial Area, Phase 1",N70,"Plot No. 33,",0172-5305366,0172-5305366,Chandigarh,Chandigarh,3,Service,CH,CH201,joshikiachandigarh@gmail.com,30.711601
,"Joshi Kia, Industrial area, Phase 1",CHANDIGARH-160002,76.799065,"Industrial Area, Phase 1",N70,"Plot  No. 182/1,",,9875923025,Chandigarh,Chandigarh,3,Service,CH,CH401,gmaftersales@joshikia.in,30.70307
https://maosaji-kia-parsada.com,"Maosaji Kia, Parsada","Parsada,",82.118354,"Raipur Road,",W56,Near Transport Nagar Gate,8815103912,8815103912,Bilaspur,Chhattisgarh,1,Sales,CG,CG302,sales@maosajikia.com,22.043594
https://maosaji-kia-parsada.com,"Maosaji Kia, Parsada","Parsada,",82.118354,"Raipur Road,",W56,Near Transport Nagar Gate,8815103920,8815103920,Bilaspur,Chhattisgarh,3,Service,CG,CG302,sales@maosajikia.com,22.043594
https://krishna-kia-main-road-korba.com,"Krishna Kia, Main Road Korba","Korba, Chhattisgarh - 495678",82.7025069,Main Road,W62,Plot No. 487/32,8815104502,8871327554,Korba,Chhattisgarh,1,Sales,CG,CG401,sales.korba@krishnakia.com,22.34324
https://krishna-kia-main-road-korba.com,"Krishna Kia, Main Road Korba","Korba, Chhattisgarh - 495678",,Main Road,W62,Plot No. 487/32,9827461591,,Korba,Chhattisgarh,3,Service,CG,CG401,Service.korba@krishnakia.com,
https://maosaji-kia-raigarh.com,"Maosaji Kia, Raigarh","Raigarh, Chhattisgarh- 496001",83.394272,"61/28, Ward No. 45,",WCW,"Bhagwanpur, Jindal Road,",9770511222,9343604983,RAIGARH,Chhattisgarh,1,Sales,CG,CG502,salesraigarh@maosajikia.com,21.894291
,"Intara Kia,Labhandi, Raipur",Chhattisgarh- 492012,21.2381052,"Near Courtyard Marriot Hotel, Raipur, ",W54,"Plot Not. 385/3, Great Eastern Road,",7880006086,7880006086,Raipur,Chhattisgarh,1,Sales,CG,CG303,sales@intarakia.com,81.7008752
https://sairam-wheels-tatibandh-kia.com,"Sairam Wheels, Tatibandh",Raipur-492001,81.55484955,"GE Road, NH-6",W54,Khasra No. 168/2,999999999,18008895001,Raipur,Chhattisgarh,1,Sales,CG,CG301,ccmsales@sairamkiamotors.in,21.25579318
https://sairam-wheels-tatibandh-kia.com,"Sairam Kia CPO, NH 6",G.E Road,81.55484955,"Veer Sawarkar Nagar, Tatibandh",W54,"Khasara No. 338/126,",7714356400,9826628539,Raipur,Chhattisgarh,2,Pre-owned Cars,CG,CG301,cpo.sairamkia@gmail.com,21.25579318
https://sairam-wheels-tatibandh-kia.com,"Sairam Wheels, Tatibandh",Raipur-492001,81.55484955,"GE Road, NH-6",W54,Khasra No. 168/2,999999999,7247004002,Raipur,Chhattisgarh,3,Service,CG,CG301,gmservice@sairamkiamotors.in,21.25579318
https://sairam-wheels-tatibandh-kia.com,"Sairam Kia, Ring Road","Raipur, CG- 493222",81.591392,"Ring Road No. 1, opposite to Dmart, Bhatagaon,",W54,"Khasra no 336/2 and 333,",7771033444,9329931727,Raipur,Chhattisgarh,3,Service,CG,CG201,gmservice@sairamkiamotors.in,21.234565
https://allied-kia-connaught-place.com,"Allied Kia, Connaught Place",Delhi-110001,77.21989,"No.5 Scindia House,",N10,Connaught Place,8047363017,8047363017,Delhi,Delhi,1,Sales,DL,DL408,gmsalescp@allied-kia.in,28.62959
,"Automotive Kia, Dwarka","Dwarka, New Delhi - 110077",77.0632203,"Service Center Sector - 20,",N10,"Plot No -26,",7780755133,7780755133,Delhi,Delhi,1,Sales,DL,DL409,digitalsales.kiadelhi@automotiveml.com,28.567876
https://frontier-kia-safdarjung.com,"Frontier Kia, Safdarjung",,77.189665,"A2/8, Safdarjung Enclave, New Delhi 110029",N10,,999999999,9873943152,Delhi,Delhi,1,Sales,DL,DL403,saleshead.sd@frontierkia.in,28.567428
,"Ritu Kia, Mayapuri","West Delhi, Delhi -110027",77.129225,"Rajouri Garden, New Delhi,",N10,"D-13, RING ROAD,",7419798999,7419798999,Delhi,Delhi,1,Sales,DL,DL410,gmsalesdelhi@ritukia.in,28.641321
https://jayanti-motors-mathura-road-kia.com,"JAYANTI MOTORS, MATHURA ROAD",DELHI,77.17341,NEW DELHI,N10,"B1/A9, MOHAN COOPERATIVE AREA, DELHI",999999999,7290027386,Delhi,Delhi,1,Sales,DL,DL102,saleshead.mtr@jayantikia.in,28.31237
https://jayanti-kia-lajpat-nagar.com,"JAYANTI KIA, LAJPAT NAGAR",DELHI,77.14178,NEW DELHI,N10,"B-33, LAJPAT NAGAR 2, NEW DELHI",999999999,7290070428,Delhi,Delhi,1,Sales,DL,DL407,saleshead.lpn@jayantikia.in,28.34261
,"Lohia Kia, Rohini",Delhi -110085,77.135145,"Sector 14, Rohini,",N10,"E-48, Prashant Vihar,",9711154775,8929247777,Delhi,Delhi,1,Sales,DL,DL106,cre.rohini@lohiakia.com,28.715741
https://lohia-kia-wazirpur.com,"Lohia Kia, Wazirpur","Phase 2,Delhi",77.16925,"Wazirpur Industrial Area Road, Pocket C3",N10,Site No B-95,999999999,8929294444,Delhi,Delhi,1,Sales,DL,DL406,gmsales.wzp@lohiakia.com,28.70326
https://lohia-kia-peeragarhi.com,"Lohia Kia, Peeragarhi",New Delhi-110087,77.0891631,"Mianwali Nagar, Peeragarhi, ",N10,"RR4, ",999999999,8929294444,Delhi,Delhi,1,Sales,DL,DL101,gm.sales@lohiakia.com,28.6797717
https://sparsh-kia-moti-nagar.com,"Sparsh Kia, Moti Nagar",New Delhi-110015,72.8317345,"Najafgarh Road, Shivaji Marg, New Delhi",N10,"Plot no. 23 Industrial Area,",999999999,7428380700,Delhi,Delhi,1,Sales,DL,DL301,Kia@sparsh.co,21.1755596
https://speedingo-kia-patparganj.com,"Speedingo Kia, Patparganj",Delhi,77.31275,"Plot No. 77, Patparganj Industrial Area, Delhi-110092",N10,Plot No. 77,999999999,9555125125,Delhi,Delhi,1,Sales,DL,DL404,salesmanager@speedingo-kia.in,28.63749
https://speedingo-kia-patparganj.com,"Speedingo Kia, Gokulpuri","East Gokulpuri, Delhi-110094",77.2956826,"Wazirabad main road,",N10,"C-184, 186, 185, 174,",9555289289,9555289289,Delhi,Delhi,1,Sales,DL,DL103,CRM.GP@SPEEDINGO-KIA.IN,28.7008952
https://jayanti-kia-lajpat-nagar.com,"Jayanti Kia CPO, Kailash Colony",,77.24258,"NEW DELHI,",N10,"A-20, KAILASH COLONY,",,8111000009,Delhi,Delhi,2,Pre-owned Cars,DL,DL407,Mayank.saluja@jayantikia.in,28.55346
https://lohia-kia-wazirpur.com,"Lohia Kia CPO, Kailash Colony",,77.102493,"Parshant Vihar,",N10,"H.N.-48,Block-E,Upper Ground Floor",,9355005148,Delhi,Delhi,2,Pre-owned Cars,DL,DL406,usedcarhead@lohiakia.com,28.70406
https://allied-kia-connaught-place.com,"Allied Kia, Connaught Place",,77.127562,Delhi-110064,N10,"A-1, Mayapuri Industrial Estate,",8929700778,8929700778,Delhi,Delhi,3,Service,DL,DL408,smservice.delhi@allied-kia.com,28.633671
https://frontier-kia-safdarjung.com,"Frontier Kia, Safdarjung",,77.28079,"D81, Okhla Phase 1, New Delhi 110020",N10,,999999999,8882038550,Delhi,Delhi,3,Service,DL,DL403,agmservice.okh@frontierkia.in,28.5214
,"Ritu Kia, Mayapuri",Uttar Pradesh- 221105,77.17373,"Wazirpur, Industrial Area, New Delhi",N10,"65/2, Block-B,",9254076914,9254076914,Delhi,Delhi,3,Service,DL,DL410,ccmservicedelhi@ritukia.in,28.70543
https://jayanti-kia-lajpat-nagar.com,"Jayanti Motors, Okhla",DELHI-110020,77.273866,"PLOT NO A2,",N10,"Okhla Phase 1 ,",011-43536415,,Delhi,Delhi,3,Service,DL,DL202,servicemanagera2@jayantikia.in,28.52985
https://jayanti-motors-mathura-road-kia.com,"JAYANTI MOTORS, MATHURA ROAD",DELHI,77.17341,NEW DELHI,N10,"B1/A9, MOHAN COOPERATIVE AREA, DELHI",999999999,7290027386,Delhi,Delhi,3,Service,DL,DL102,,28.31237
https://jayanti-kia-lajpat-nagar.com,"JAYANTI KIA, LAJPAT NAGAR",New Delhi,77.2700633,"Okhla Industrial Area ,Phase 2 ,",N10,"Plot No – E - 41/2&amp;3 ,",8800021465,8800021460,Delhi,Delhi,3,Service,DL,DL407,servicehead@jayantikia.in,28.5377343
https://lohia-kia-wazirpur.com,"Lohia Kia, Wazirpur",Delhi,77.15767,"GT KARNAL ROAD,Delhi -110033",N10,"C-17, SMA INDUSTRIAL AREA",999999999,8929293333,Delhi,Delhi,3,Service,DL,DL406,gm.service@lohiakia.com,28.72577
https://sparsh-kia-moti-nagar.com,"Sparsh Kia, Moti Nagar",NewDelhi,77.1501,"Najafgarh Road, Next to Haldiram, Motinagar, New D",N10,,7428380704,7428380704,Delhi,Delhi,3,Service,DL,DL301,service.kia.mn@sparsh.co,28.66161
https://automotiveis-de-cristal-verna-kia.com,"Automotiveis De Cristal, Verna",Goa,73.90344,"Verna Airport Road, 4 Lane Highway, Sancole",W60,"A.B Motorpark, Next to HP Petrol Pump",7447747046,7447747046,Goa,Goa,1,Sales,GA,GA301,marketing@adckia.in,15.37411
https://automotiveis-de-cristal-verna-kia.com,"ADC Kia, North Goa",Goa - 403526,73.827507,"Tivim Industrial Estate, Karaswada, North Goa,",W60,"Plot No. 45/46,",7447747047,8956001371,Goa,Goa,1,Sales,GA,GA401,sdesai1940@gmail.com,15.612361
https://automotiveis-de-cristal-verna-kia.com,"Automotiveis De Cristal, Verna",Goa,73.90344,"Verna Airport Road, 4 Lane Highway, Sancole",W60,"A.B Motorpark, Next to HP Petrol Pump",7447747042,7447747061,Goa,Goa,3,Service,GA,GA301,servicemanager@adckia.in,15.37411
https://supernova-nikol-kia.com,"Supernova, Nikol","Nikol, Ahmedabad, Gujarat 382350.",72.678617,"besides Hero showroom, Nikol Kathvada, Sardar Patel Ring Rd,",W30,"Survey No: 28/6, 28/7, Plot no. 44",7043733733,7043733733,Ahmedabad,Gujarat,1,Sales,GJ,GJ314,info@supernovakia.com,23.0369732
https://supernova-sg-highway-south-kia.com,"Supernova, SG Highway South",,72.50043564,"es YMCA club, SG highway,380051",W30,"Westgate D block, Showrooms-1,2,3 ,besid",999999999,7043722722,Ahmedabad,Gujarat,1,Sales,GJ,GJ402,info@supernovakia.com,23.00338341
https://west-coast-sg-highway-north-kia.com,"West Coast, SG Highway North","SOLA, Ahmedabad - 380060",72.5253238,"S.G. HIGHWAY, OPP KARGIL PETROL PUMP",W30,"D1, GANESH MARIDIAN",9723316316,9727316316,Ahmedabad,Gujarat,1,Sales,GJ,GJ405,Kia.sales2@karnavati.co,23.0745631
,"West Coast Kia, Motera","Ahmedabad, Gujarat-380005",72.603324,"Dwarkesh Business Hub, Motera,",W30,"Shop No.3 To 5,",8238887600,8238887600,Ahmedabad,Gujarat,1,Sales,GJ,GJ104,sales.kiamotera@karnavati.co,23.109307
